timestamp,ch_1,ch_2,ch_3,ch_4,ch_5,ch_6,ch_7,ch_8,ch_9,ch_10,ch_11,ch_12,ch_13,ch_14,ch_15,ch_16,aux_1,aux_2,aux_3
1608539285.294269,-5.375885,20.287587,-37.169923,47.158017,-66.010487,36.684664,-25.739834,-29.108527,86.275051,-161.839422,227.068063,-151.810848,140.063403,-102.349740,-17.826576,112.380783,-0.271712,0.285384,-0.038905
1608539285.297534,-6.816918,22.374539,-44.685948,47.946358,-22.989784,-10.859114,43.355364,-74.192089,143.138540,-84.705165,30.517772,40.742104,-128.917549,257.358327,-87.558332,212.904041,-0.319491,0.075384,0.352432
1608539285.301333,-8.072397,29.135344,-36.171453,25.131108,14.266483,-71.777793,87.241047,-84.538272,19.151796,84.423223,-69.129942,236.416832,-128.023320,-3.298536,46.609657,-337.053985,0.378249,-0.211397,0.133913
1608539285.305138,-10.074673,31.101563,-33.993408,-1.295036,40.529240,-109.481248,75.545604,13.534102,-121.405777,167.027289,-101.500461,-44.902231,90.520323,-110.362223,142.841074,77.170356,0.298773,-0.588028,0.160698
1608539285.308919,-10.488811,30.136183,-16.839038,-29.713659,60.797954,-55.679391,-17.589664,66.815780,-145.502809,37.246875,66.685150,-210.280509,134.153934,96.861185,-127.338556,305.609631,-0.374556,-0.491889,0.429495
1608539285.312716,-11.705188,26.318375,-0.940541,-39.789870,56.030801,-0.121799,-115.083600,68.528724,3.644270,-67.373419,73.212493,12.833301,-130.745147,133.891857,20.292632,-317.726132,-0.524888,-1.020626,-0.088201
1608539285.315759,-12.824638,21.438909,15.795192,-67.404539,28.727702,75.221772,-84.149726,3.181131,126.687891,-76.031337,-74.651071,210.748534,-32.532482,-207.441630,77.047508,-0.894945,-0.554915,-0.476801,-0.414158
1608539285.319556,-13.032616,14.747562,26.727728,-58.802101,-14.237630,78.351442,-37.013886,-99.413090,112.927434,71.953802,-94.173668,10.605830,261.605345,-142.308477,-191.320176,151.512168,0.311016,-0.330007,0.476482
1608539285.323369,-13.966010,9.454826,37.291332,-29.689193,-39.866316,61.815341,46.360697,-126.892216,-46.798752,187.974504,-0.554721,-264.869989,48.462034,208.412892,-74.641480,-187.005521,0.148328,-0.045690,0.037116
1608539285.326426,-13.793741,2.273716,47.064338,-5.387896,-80.594014,13.697255,75.688027,-18.289655,-72.744277,27.018785,152.299592,-27.349448,-188.581483,48.394088,118.263377,-17.504307,0.008081,-0.271553,-0.781184
1608539285.330223,-14.036954,-4.928324,44.780958,22.269184,-71.784889,-49.857247,55.595467,95.012705,-78.610050,-174.276228,77.750956,196.398826,-46.262250,-162.167761,-15.508299,290.199897,-0.097238,-0.129314,-0.276865
1608539285.334021,-14.188760,-10.982575,31.737312,50.188381,-25.945295,-71.249669,-3.207048,113.797470,91.160889,-110.476415,-115.617812,75.436368,70.246136,47.013874,-177.421417,-158.034069,-0.008128,-0.337510,0.076277
1608539285.337575,-13.123187,-18.503986,24.583786,49.010486,13.221585,-53.531952,-70.035793,33.565745,122.654573,63.888308,-108.941836,-178.279856,4.834294,128.987891,64.351852,-102.658813,-0.025451,0.202031,-0.005154
1608539285.340786,-12.861768,-24.750209,5.680207,63.709528,52.600582,-16.749302,-126.571999,-95.484981,37.650946,204.110283,75.648330,-80.520131,-301.204530,-144.588196,158.948157,379.293678,0.834261,0.123203,-0.067821
1608539285.344587,-11.870828,-27.514942,-9.007212,39.465314,82.599856,38.028457,-30.332279,-136.466474,-117.277051,15.086952,88.640642,164.210876,29.103823,-208.551693,-204.153328,-144.331512,0.114376,0.422123,0.598076
1608539285.348386,-11.403754,-29.231844,-24.385951,11.667694,58.071193,96.793677,46.013660,-36.095442,-158.523714,-164.806823,-31.542903,141.275579,177.062740,75.586287,11.421580,-232.856259,0.069528,0.171329,-0.015726
1608539285.351645,-10.150372,-26.107916,-33.008520,-17.175359,23.486175,91.553453,105.769930,45.563892,-16.963345,-51.608078,-209.539089,-64.724517,-60.842348,103.313115,213.011075,57.315857,-0.387900,0.179757,0.235160
1608539285.355426,-8.603480,-25.560443,-42.745157,-36.802049,-15.360391,28.474482,56.246555,103.360488,105.939565,73.982298,-17.632798,-111.043304,-187.982297,-149.773804,-195.500325,-18.270906,-0.087853,-0.243968,0.298417
1608539285.359232,-6.688698,-23.071428,-41.682337,-52.614200,-63.687026,-23.992218,8.610410,70.410932,97.674146,179.978889,188.416609,129.789154,63.170470,-30.689271,-28.280459,-105.023584,0.410469,-0.012423,0.070265
1608539285.363030,-5.431428,-19.833322,-36.111141,-50.010468,-57.067013,-89.246779,-47.762804,-68.032235,-12.426217,18.406603,84.986841,118.625632,120.829925,216.102702,335.870627,320.668588,0.123723,0.202483,-0.369395
1608539285.366831,-3.432590,-12.535947,-23.573328,-40.238868,-51.970926,-85.906230,-132.559053,-87.634359,-145.342338,-122.446830,-181.861198,-89.131190,-62.356831,-28.458076,-8.786455,11.296919,-0.614661,-0.356828,0.441976
1608539285.370000,-1.722814,-5.923963,-11.163194,-18.110582,-34.521432,-45.933675,-54.881064,-91.166218,-113.263965,-145.061201,-98.184318,-176.884718,-237.360306,-300.179146,-84.402009,-240.570606,-0.252691,-0.137801,-0.085622
1608539285.373799,0.000000,1.289543,4.333978,7.621248,11.574443,17.687834,31.202769,24.387058,69.743607,68.698458,68.353148,84.704084,144.190151,47.803799,217.247878,222.213688,0.135565,-0.456866,-0.187290
1608539285.376907,1.786417,8.255631,22.215881,28.249400,61.115266,58.264287,93.327484,131.047770,175.691485,202.261633,163.964752,155.360091,130.763613,197.192099,136.870429,76.001043,1.022265,-0.207208,-0.387164
1608539285.379976,3.458666,15.528883,32.642790,45.923450,71.778595,71.527603,95.109607,105.320920,35.136111,17.788525,-14.061692,-37.294090,-175.799263,-130.064534,-200.614741,-127.396227,-0.192106,-0.317777,-0.139625
1608539285.383145,4.958112,18.842684,45.878018,59.452739,61.376858,49.211359,20.454285,-15.569944,-66.792250,-175.629299,-115.680650,-118.860461,-77.544451,-70.048416,15.959596,184.087792,0.485112,0.345612,0.069910
1608539285.386308,7.020671,25.908479,44.968500,44.299802,30.972567,-13.232623,-58.473360,-92.148619,-76.936846,-93.861588,-26.899855,31.579976,152.711775,131.165858,180.444152,154.871435,0.349322,0.303305,-0.014197
1608539285.390069,8.284356,26.678144,33.878018,23.432152,-16.463824,-46.535082,-114.015239,-58.393098,-35.628518,88.059463,186.523004,232.179373,117.903699,-1.468622,-149.476599,-198.265238,-0.312564,-0.425912,0.402728
1608539285.393864,10.125008,28.027380,33.738450,-1.136570,-47.570252,-74.530516,-73.171677,15.296811,107.503534,130.013332,121.800765,-23.054535,-92.944253,-58.362562,-86.351903,12.415695,0.076806,-0.277360,-0.310054
1608539285.396918,10.577785,27.228640,17.541885,-32.148345,-60.469022,-68.691807,22.847672,106.894394,162.946295,21.395819,-81.120020,-201.693727,-108.081256,47.734072,331.605702,108.734449,0.126595,0.026261,-0.008364
1608539285.400716,11.962890,24.066933,0.961832,-46.725891,-59.033190,-0.130486,114.764879,73.949503,-2.659588,-121.865081,-115.356777,9.235533,84.227877,142.742692,-13.983560,-119.014466,-0.747194,-0.143041,-0.594485
1608539285.404076,12.666313,21.558498,-15.360968,-56.716528,-29.666584,51.837443,104.376894,4.189906,-143.753252,-140.013109,64.064294,268.917541,87.053819,-127.273663,-277.970349,-0.644582,-0.524940,0.027434,-0.751093
1608539285.407901,12.934117,15.750890,-26.469442,-50.702168,14.015380,81.780636,28.592528,-113.699610,-112.691572,47.906485,104.516332,18.097659,-124.425115,-180.462327,74.052256,46.995364,-0.151137,0.467941,0.142403
1608539285.411422,14.074612,9.701193,-41.491943,-36.825096,64.617080,74.637227,-37.343052,-69.114874,29.314339,134.125036,0.431982,-101.018858,-26.482536,138.923379,38.718900,-217.808274,0.069117,-0.179542,0.328652
1608539285.415210,14.293607,2.287569,-44.133831,-5.203905,84.510756,9.495078,-69.578076,-15.832706,131.367370,31.493986,-133.777289,-44.945532,132.631291,62.144654,-331.344052,-59.462804,0.239527,-0.594203,-1.222974
1608539285.418576,14.037280,-4.747032,-42.078602,26.487167,54.233951,-55.340631,-83.209340,73.076206,104.330273,-178.990897,-70.106878,122.790535,25.845521,-135.286845,21.339581,241.709033,0.034915,0.050276,0.293628
1608539285.422340,13.849660,-11.331715,-29.972312,48.092081,24.103612,-106.295109,6.344760,74.595749,-55.040062,-142.269142,201.855412,66.922870,-192.185436,30.245851,113.716214,-137.311862,0.038928,-0.888773,-0.506247
1608539285.426141,13.869194,-18.258298,-22.754849,66.854714,-12.215855,-72.630962,55.792004,29.366950,-88.649312,65.732111,122.283018,-244.015286,-2.568408,90.888313,-209.775931,-131.073639,-0.096833,0.499920,-0.117579
1608539285.429984,13.104402,-22.459113,-7.222344,55.213424,-62.764502,-16.080691,88.256694,-46.613882,-33.090737,74.454243,-129.616834,-116.531310,130.189721,-112.693827,-42.620899,216.168380,0.308245,0.231151,-0.364151
1608539285.433171,12.106407,-25.409513,10.397073,32.394430,-69.046134,29.087699,28.937320,-71.065950,71.691357,24.585394,-91.962205,169.514060,-28.389990,-205.562675,259.914052,-26.414759,-0.415572,0.073033,-0.320980
1608539285.436966,11.017462,-29.084947,20.859427,12.923916,-63.672923,56.678770,-48.488852,-27.389892,142.643722,-96.675443,21.267294,75.271802,-272.945814,74.451925,-25.423652,-170.791428,0.485582,-0.216690,0.736174
1608539285.440759,9.387923,-29.258357,31.279202,-14.543171,-22.944187,75.175381,-105.595062,78.918549,12.745928,-59.113566,207.570123,-92.294834,14.320403,126.519639,-294.505054,102.103274,-0.736067,0.098271,0.503054
1608539285.443830,8.328997,-27.163146,43.305028,-34.832369,13.400110,29.855499,-80.298202,132.550772,-123.622727,89.205781,18.679144,-119.686788,88.598299,-293.083424,228.445106,-46.222664,-0.106416,-0.195238,0.063392
1608539285.447281,6.841446,-21.209093,44.355748,-64.935657,49.863937,-39.955624,-5.767641,50.829768,-98.737792,195.009817,-123.705094,185.558363,-47.369167,-14.087728,182.822583,-278.531717,0.016951,0.202057,-0.343027
1608539285.451077,5.040868,-18.747927,35.656755,-61.509807,69.983489,-74.765172,82.683238,-35.457041,16.638425,21.936947,-106.912655,148.019757,-142.770667,298.131988,-96.877819,81.089693,-0.017285,0.126159,-0.027500
1608539285.454385,3.680316,-11.541342,24.365842,-37.876942,55.419081,-74.802292,123.921653,-102.815057,73.677252,-137.230858,96.136334,-50.710732,37.608452,-39.250055,21.286069,33.948793,0.137290,0.119511,0.007768
1608539285.458182,1.774302,-5.811898,9.999390,-17.617639,26.441406,-50.664364,71.194810,-81.679755,78.339431,-131.595372,65.617522,-162.588819,183.192518,-172.583346,56.050156,-146.311395,0.237463,0.518076,-0.585501
1608539285.461760,-0.000000,1.355985,-3.815904,6.896014,-11.800176,22.110067,-21.434233,38.457206,-38.205473,41.163075,-96.609835,96.919204,-101.133479,200.246821,-172.650631,104.651469,0.315950,0.142483,-0.380399
1608539285.464987,-1.761928,8.741880,-20.714987,37.559980,-39.654504,86.461180,-70.516577,115.039312,-129.593777,109.046741,-211.923236,193.462976,-120.991978,47.024275,-168.629214,46.118048,-0.392945,-0.337645,0.793868
1608539285.468768,-3.671410,15.150041,-30.608784,46.191622,-65.987521,75.695202,-75.404586,48.765334,-32.397298,27.308990,15.400224,-83.319391,175.075436,-119.895640,93.580072,-385.054031,0.020833,-0.356673,0.246346
1608539285.472563,-4.979048,21.076411,-41.906352,62.534064,-69.758102,38.027561,-19.686576,-23.922815,92.005551,-90.243125,123.862650,-110.610556,49.977833,-28.525033,-24.185814,161.526454,-0.007045,-0.798210,-0.358442
1608539285.475777,-6.635966,25.634422,-40.566662,38.716793,-35.184412,-10.161880,52.475607,-87.741011,170.026629,-148.531143,58.361234,25.245556,-49.561877,153.107616,-257.184604,148.751317,1.090977,0.169183,0.151316
1608539285.479279,-8.060467,27.496390,-43.556315,30.316436,15.573106,-62.099299,65.394103,-105.255736,30.113938,62.027355,-69.068800,138.295974,-119.480377,-2.725123,75.461776,-231.341511,0.126776,0.395149,-0.091238
1608539285.483067,-9.609249,29.498826,-26.636923,-1.486029,62.018293,-79.490912,76.703744,12.766485,-115.943271,180.624326,-50.554487,-22.481453,248.384601,-216.784262,135.757050,21.285929,-0.225873,-0.452854,0.226000
1608539285.486379,-10.944562,25.943015,-14.381309,-32.124534,86.518069,-54.369875,-11.957287,104.155061,-93.610710,22.418917,109.114907,-262.498420,92.862169,58.948477,-314.577341,153.450083,-0.103997,-0.401160,-0.309968
1608539285.490177,-12.524221,23.715322,-1.179716,-48.051599,63.638320,-0.094248,-110.982104,94.262984,3.897033,-149.017708,152.126450,4.454584,-230.408864,113.801193,3.932345,-295.756702,-0.513783,-0.137400,-0.298393
1608539285.493975,-12.666174,21.151048,12.624567,-64.171635,28.433617,45.014263,-112.170500,3.585377,82.671383,-105.357874,-45.122032,73.240919,-61.112562,-58.820122,109.719727,-0.804712,0.082336,0.092471,0.446465
1608539285.497093,-14.041259,14.805130,32.202399,-57.345346,-10.767545,100.536370,-39.134557,-107.714752,103.493621,55.513978,-235.675063,12.833348,93.271286,-60.320433,-115.645037,111.529150,0.749188,-0.052167,0.562438
1608539285.500890,-14.432786,9.424562,42.627794,-27.978972,-39.432576,76.215625,45.244831,-94.535930,-45.754366,134.705044,-0.468278,-155.627436,30.497922,152.784909,-163.127610,-99.592170,-0.072066,0.175201,-0.410221
1608539285.504731,-14.641481,2.008124,47.581682,-6.508642,-55.699641,10.490880,67.650628,-15.282198,-177.177314,29.144807,192.474606,-37.622104,-123.892315,58.789857,214.205555,-41.303302,0.385187,-0.590002,0.181193
1608539285.508529,-13.631708,-5.160434,36.359798,20.533761,-62.524035,-44.030863,96.653626,117.803204,-104.680881,-90.472912,72.783837,141.187097,-16.486765,-77.996830,-16.347291,357.943566,-0.383645,-0.547771,0.047362
1608539285.512327,-13.312282,-11.990881,31.093693,37.532981,-26.666455,-67.867901,-3.674847,98.321983,42.984938,-76.711990,-85.193662,57.237941,210.289232,27.174883,-274.314865,-202.472718,0.539797,-0.195487,-0.422229
1608539285.516106,-12.875993,-17.090461,22.359844,62.417223,13.824352,-61.535018,-92.849674,43.406595,87.331673,77.630900,-70.367043,-115.808043,6.229030,103.130764,103.139098,-143.228023,0.643055,-0.237048,-1.005538
1608539285.519902,-13.384571,-21.656522,5.738007,57.568710,43.943608,-19.541412,-83.650055,-92.601352,43.166394,163.743697,89.996002,-106.797117,-75.117947,-100.325725,67.035207,198.206164,0.166501,0.232444,0.091468
1608539285.523722,-11.838098,-24.527774,-8.825297,35.644384,64.547125,39.436755,-36.656157,-75.407028,-76.543086,15.931989,189.513878,106.166741,23.721606,-46.082183,-191.899705,-61.194993,-0.348911,0.147242,-0.151933
1608539285.527206,-11.043050,-27.118151,-22.575719,10.308774,57.285010,98.027469,38.765944,-31.047731,-129.723310,-164.253207,-29.843967,40.600601,183.356566,137.364077,13.708933,-156.288932,-0.310650,-0.252697,-0.097658
1608539285.530574,-10.044237,-25.880822,-31.239854,-15.242242,27.506330,77.577779,98.197189,60.989647,-13.758982,-71.435130,-126.556639,-118.242968,-46.613160,145.081427,76.233740,93.166718,0.019342,0.213705,0.111022
1608539285.534371,-8.490033,-27.104452,-36.044336,-35.040723,-13.304501,36.615116,58.807344,128.371094,126.657573,58.681142,-29.538765,-96.958100,-267.898000,-141.996855,-74.475649,-16.973323,0.375488,0.030256,0.215976
1608539285.538169,-6.551820,-21.642139,-39.846724,-58.461852,-46.020095,-34.787718,10.068392,53.263341,93.222815,203.691250,201.178346,137.786602,22.514708,-8.804872,-90.789309,-168.446545,0.017694,0.080620,-0.335078
1608539285.541967,-5.348597,-19.243542,-38.882826,-58.776183,-69.541731,-55.130735,-74.594134,-35.868297,-18.194031,32.179208,114.238162,199.194610,160.999358,306.851916,326.818648,305.660238,0.795890,-0.235617,-0.169371
1608539285.545384,-3.632688,-13.509428,-28.482707,-46.963971,-51.784168,-64.646864,-64.782122,-132.644123,-70.915718,-152.522073,-116.093596,-107.225956,-72.228634,-32.952006,-23.635451,19.965758,0.596245,0.039781,-0.748472
1608539285.549173,-1.824073,-6.083247,-12.368406,-19.721513,-31.714234,-47.875146,-70.305421,-88.924537,-82.045000,-101.238985,-78.748038,-56.569861,-186.100085,-133.491175,-125.671694,-193.537036,0.311532,0.001116,-0.198976
1608539285.552971,0.000000,1.548151,3.767408,7.501537,13.648763,26.217364,31.977756,43.539136,65.100267,41.441794,57.727870,96.704811,124.575948,37.140877,113.660373,265.799876,0.221302,-0.537762,-0.208579
1608539285.556279,1.842791,8.857693,22.181977,32.277206,54.838523,56.098981,63.699433,101.608502,120.282050,207.201120,69.701958,219.393005,75.011490,99.089938,34.790295,50.968727,-0.218850,0.309621,-0.111835
1608539285.560080,3.482321,14.184812,28.933568,45.300389,68.251812,72.761476,97.381331,87.936203,64.925551,21.912570,-29.091635,-45.354541,-137.013999,-52.447684,-342.488468,-166.099440,-0.010985,0.939755,-0.186316
1608539285.563829,5.267960,20.307033,43.173561,51.278889,67.441951,41.695903,21.043442,-33.094404,-106.785755,-179.902276,-83.995844,-142.581232,-100.258167,-66.871030,19.174384,58.491870,-0.344778,-0.167827,-0.022423
1608539285.567160,7.045752,22.535436,42.766595,55.346725,31.359854,-10.116142,-55.100594,-144.444380,-153.216160,-99.069658,-54.014436,34.571581,50.915392,177.392055,105.832861,153.714921,0.365844,-0.110879,-0.025962
1608539285.570263,8.274953,26.397949,43.036554,30.144119,-10.622244,-46.094511,-81.805705,-97.407412,-19.270088,62.973491,150.728496,158.431129,154.058171,-3.053218,-129.793433,-368.594993,0.039366,0.553268,0.086620
1608539285.573462,10.053113,28.141010,33.498710,-1.105695,-39.718102,-71.183770,-76.959200,8.126886,111.047057,175.480828,104.056556,-31.643193,-113.282179,-122.994303,-150.743940,44.707128,0.695229,-0.021762,-0.464659
1608539285.577271,10.945182,25.329636,16.700668,-23.341698,-84.834369,-52.082755,14.063469,91.665378,146.793741,30.844466,-97.806303,-143.120014,-69.440205,116.653745,57.683936,108.727108,-0.328499,-0.155711,-0.297934
1608539285.580530,12.302962,25.144500,1.136577,-38.919761,-71.953696,-0.131982,64.503158,116.833402,-2.864400,-183.265669,-151.274437,6.583390,184.297856,140.172778,-9.949457,-196.824439,-0.616293,-0.244368,0.020442
1608539285.584329,12.317567,19.785055,-13.693005,-61.154971,-35.705994,66.405996,68.879329,2.897040,-158.623231,-150.716093,32.079902,259.480288,107.335704,-210.521087,-152.343570,-0.813861,-0.011447,0.073746,0.148319
1608539285.587382,13.073738,13.932107,-31.749970,-42.179317,11.081040,74.537983,40.845949,-111.950955,-76.305175,66.952019,99.411176,20.111987,-126.997420,-110.763705,109.521318,64.696053,-0.446781,0.065202,0.170003
1608539285.590442,14.379383,9.559704,-41.989632,-31.598922,48.814371,47.491585,-68.465803,-128.763770,29.290793,81.716079,0.595788,-246.546887,-49.676368,225.348799,46.816131,-120.271021,0.129935,0.154992,-0.379128
1608539285.593510,13.870410,2.077529,-43.382394,-5.477034,79.612845,9.140822,-101.196763,-13.559992,156.770992,16.556813,-159.699813,-17.561412,88.252137,46.765921,-123.851933,-34.303827,-0.439209,0.138394,-0.234222
1608539285.596537,14.779470,-5.323510,-40.472034,21.822222,49.625802,-61.515314,-74.155008,72.809626,42.371989,-90.446486,-31.978796,126.495413,42.477862,-280.887722,21.649714,358.118092,-0.509119,-0.352996,0.391009
1608539285.600338,13.531868,-12.283931,-37.658171,39.233254,22.430547,-88.863066,5.217506,133.066965,-44.883853,-130.069474,167.998715,50.499995,-289.688010,20.184971,305.532358,-174.260372,0.331249,-0.492664,-0.366298
1608539285.603762,13.033825,-16.951748,-21.263662,49.433799,-12.550216,-76.106128,104.679878,28.489789,-98.740631,46.840657,108.837016,-90.458472,-4.846907,110.074585,-38.548275,-77.748767,0.478424,-0.097070,-0.394706
1608539285.607558,13.286489,-24.149077,-5.652646,45.151417,-41.639161,-18.118857,84.832072,-64.809247,-44.064309,152.534391,-99.452439,-107.147750,145.816809,-79.560755,-62.220111,171.331047,-0.009270,0.200757,1.052683
1608539285.610715,11.935842,-28.378492,8.908054,41.288869,-54.462253,39.003541,32.539014,-102.137008,87.258981,23.169295,-214.767095,209.114515,-24.901549,-128.828574,222.921220,-101.918206,-0.276775,0.832380,0.135649
1608539285.614334,10.593201,-30.345699,20.591600,12.125491,-71.824400,72.167424,-44.376016,-53.027727,67.640473,-115.497810,41.652068,51.311422,-104.979950,143.196564,-6.628048,-193.466869,0.408366,-0.265662,0.510877
1608539285.618127,9.810124,-30.301761,31.651508,-15.358351,-34.726482,89.710756,-114.088264,39.742158,10.187675,-87.835178,141.708720,-92.094253,57.831272,28.904187,-88.016887,270.046805,0.243817,0.194804,0.089575
1608539285.621189,8.313162,-26.719556,45.730826,-45.411546,16.477422,36.311644,-60.620881,142.266953,-61.969927,61.528155,17.153904,-123.017421,114.480642,-303.966902,224.503216,-7.198875,0.347452,0.542536,0.060013
1608539285.624953,7.079002,-23.838171,45.868703,-53.740915,54.634545,-22.285289,-7.181552,67.616713,-139.765444,147.947633,-151.570631,144.885944,-51.098184,-18.711409,71.721473,-292.308232,-0.253431,-0.050662,-0.395590
1608539285.628391,5.114246,-18.763158,37.614284,-45.907400,86.847992,-62.292106,64.251192,-70.526070,25.942321,31.699535,-40.906546,155.464502,-172.336335,259.927108,-57.599950,173.670690,-0.290295,0.498308,0.215437
